panel,lane,concurrency,throughput_tps,artifact,baseline_throughput_tps,baseline_artifact,delta_percent,status,reason
panel-0,sengine-quest,1,189.70025659125378,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-quest-native-128k-qwen-quest/sengine-quest/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,64.29413840302342,success,
panel-0,sengine-quest,2,328.21641786862426,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-quest-native-128k-qwen-quest/sengine-quest/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,116.23620749457322,success,
panel-0,sengine-quest,3,428.3491312250733,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-quest-native-128k-qwen-quest/sengine-quest/bs3/performance.jsonl,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,155.1846583931737,success,
panel-0,sengine-omnikv,1,179.59750679210958,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-omnikv-native-128k-qwen-omnikv/sengine-omnikv/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,55.54442660201029,success,
panel-0,sengine-omnikv,2,312.65532846555845,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-omnikv-native-128k-qwen-omnikv/sengine-omnikv/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,105.98421894734034,success,
panel-0,sengine-omnikv,3,389.65931705250506,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/qwen3-30b-fp8/sengine-omnikv-native-128k-qwen-omnikv/sengine-omnikv/bs3/performance.jsonl,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,132.1355932890018,success,
panel-0,vllm-vanilla,1,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,0.0,success,
panel-0,vllm-vanilla,2,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,0.0,success,
panel-0,vllm-vanilla,3,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,0.0,success,
panel-0,tangram-snapkv,1,137.35391384664337,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,18.95842070652116,success,
panel-0,tangram-snapkv,2,252.0502342848707,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,66.05624762407484,success,
panel-0,tangram-snapkv,3,357.409052466602,/data2/haojitai/outputs/Sparse-vLLM/paper_decode_qwen128_bs3_gap_20260924/runs/qwen3-30b-fp8/tangram-snapkv-qwen128-bs3-gap-r2/tangram-snapkv/bs3/performance.jsonl,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,112.92282465817469,success,
panel-0,tangram-snapkv,4,451.7001708177334,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs4/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-0,tangram-snapkv,8,729.9507983841096,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs8/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-0,tangram-snapkv,16,1051.39567439318,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs16/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-0,tangram-snapkv,32,1428.0804260801622,/data2/haojitai/outputs/Sparse-vLLM/tangram_formal_chunk4096_20260911/qwen3-30b-fp8/tangram-snapkv-formal-chunk4096/tangram-snapkv/bs32/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-0,hisparse-quest,1,125.3245091565711,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/hisparse-quest-gpu2-external/hisparse-quest/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,8.540086464015806,success,
panel-0,hisparse-quest,2,211.49579203987466,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/hisparse-quest-gpu2-external/hisparse-quest/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,39.33808756047385,success,
panel-0,vortex-quest,1,157.12709510288374,/data2/haojitai/outputs/Sparse-vLLM/quest_portable_throughput_20260910/verification-runs/qwen3-30b-fp8/vortex-quest-verify-128k-b1-v1/vortex-quest/bs1/performance.jsonl,115.46380073883562,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs1/performance.jsonl,36.08342536574314,success,
panel-0,vortex-quest,2,264.9570295003239,/data2/haojitai/outputs/Sparse-vLLM/quest_portable_throughput_20260910/verification-runs/qwen3-30b-fp8/vortex-quest-final-128k-v1/vortex-quest/bs2/performance.jsonl,151.78605917645007,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs2/performance.jsonl,74.55952867997813,success,
panel-0,vortex-quest,3,351.4559526815543,/data2/haojitai/outputs/Sparse-vLLM/quest_portable_throughput_20260910/verification-runs/qwen3-30b-fp8/vortex-quest-final-128k-v1/vortex-quest/bs3/performance.jsonl,167.85849663622716,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/qwen3-30b-fp8/vllm-vanilla-gpu2-vllm-validated/vllm-vanilla/bs3/performance.jsonl,109.37632572940798,success,
panel-1,sengine-vanilla,1,115.85010846129994,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-vanilla-native-128k-glm-vanilla/sengine-vanilla/bs1/performance.jsonl,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,20.89269849788511,success,
panel-1,sengine-vanilla,2,176.65937140202783,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-vanilla-native-128k-glm-vanilla/sengine-vanilla/bs2/performance.jsonl,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,-0.7566701262343378,success,
panel-1,sengine-vanilla,4,243.31988095940642,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-vanilla-native-128k-glm-vanilla/sengine-vanilla/bs4/performance.jsonl,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,-4.584884857530791,success,
panel-1,sengine-vanilla,5,266.3645650723186,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-vanilla-native-128k-glm-vanilla/sengine-vanilla/bs5/performance.jsonl,267.84219267522025,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs5/performance.jsonl,-0.5516784298033928,success,
panel-1,sengine-snapkv,1,142.69979449439566,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_snapkv_wave2_gpu67_20260923/glm4.7-flash/sengine-snapkv-glm-wave2-full/sengine-snapkv/bs1/performance.jsonl,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,48.911066727952246,success,
panel-1,sengine-snapkv,2,270.04402231382977,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_snapkv_wave2_gpu67_20260923/glm4.7-flash/sengine-snapkv-glm-wave2-full/sengine-snapkv/bs2/performance.jsonl,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,51.70476252822391,success,
panel-1,sengine-snapkv,4,512.888878820883,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_snapkv_wave2_gpu67_20260923/glm4.7-flash/sengine-snapkv-glm-wave2-resume-bs4/sengine-snapkv/bs4/performance.jsonl,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,101.12352198688939,success,
panel-1,sengine-snapkv,8,953.6535205935396,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_snapkv_wave2_gpu67_20260923/glm4.7-flash/sengine-snapkv-glm-wave2-retry-bs8-after-resume/sengine-snapkv/bs8/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-snapkv,55,2799.5650542140047,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_snapkv_wave2_gpu67_20260923/glm4.7-flash/sengine-snapkv-glm-wave2-bs55-clean-systemd-r2-r1/sengine-snapkv/bs55/performance.jsonl,,,,skipped_by_policy,no_measured_baseline_at_same_concurrency
panel-1,sengine-quest,1,133.19685004320982,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-quest-native-128k-glm-quest/sengine-quest/bs1/performance.jsonl,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,38.99448906015377,success,
panel-1,sengine-quest,2,240.25714776733955,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-quest-native-128k-glm-quest/sengine-quest/bs2/performance.jsonl,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,34.97115483413546,success,
panel-1,sengine-quest,4,405.1530090756325,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-quest-native-128k-glm-quest/sengine-quest/bs4/performance.jsonl,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,58.87612988647935,success,
panel-1,sengine-quest,5,488.9424658590159,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-quest-native-128k-glm-quest/sengine-quest/bs5/performance.jsonl,267.84219267522025,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs5/performance.jsonl,82.54870936331422,success,
panel-1,sengine-omnikv,1,120.94144043907995,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-omnikv-native-128k-glm-omnikv/sengine-omnikv/bs1/performance.jsonl,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,26.205640107672323,success,
panel-1,sengine-omnikv,2,227.0265550379538,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-omnikv-native-128k-glm-omnikv/sengine-omnikv/bs2/performance.jsonl,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,27.538500295363555,success,
panel-1,sengine-omnikv,4,422.5748988618367,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-omnikv-native-128k-glm-omnikv/sengine-omnikv/bs4/performance.jsonl,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,65.70792518982904,success,
panel-1,sengine-omnikv,5,426.51024179895046,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_128k2k_repoopt_native_20260923/glm4.7-flash/sengine-omnikv-native-128k-glm-omnikv/sengine-omnikv/bs5/performance.jsonl,267.84219267522025,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs5/performance.jsonl,59.23937806024748,success,
panel-1,vllm-vanilla,1,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,95.8288713055128,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs1/performance.jsonl,0.0,success,
panel-1,vllm-vanilla,2,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,178.00629183516202,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs2/performance.jsonl,0.0,success,
panel-1,vllm-vanilla,4,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,255.01188212799724,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm25-vllm-importfix/vllm-vanilla/bs4/performance.jsonl,0.0,success,
panel-1,vllm-vanilla,5,267.84219267522025,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs5/performance.jsonl,267.84219267522025,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs5/performance.jsonl,0.0,success,
panel-1,vllm-vanilla,6,285.9490058219348,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs6/performance.jsonl,285.9490058219348,/data2/haojitai/outputs/Sparse-vLLM/paper_boundary_capacity_20260909/glm4.7-flash/vllm-vanilla-glm67-vllm-boundary/vllm-vanilla/bs6/performance.jsonl,0.0,success,
